X,Y,TimeInstan,position,presenceSt,type,id,latitude,longitude,sensor_id
-3.800193295,43.462934969,2015-12-20T20:11:10.000Z,"43.462934969,-3.800193295",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3665,43.462934969000003,-3.800193295000000,hernan_cortes_37_39
-3.800252303,43.462928155,2015-12-28T08:34:10.000Z,"43.462928155,-3.800252303",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3664,43.462928155000000,-3.800252303000000,hernan_cortes_37_39
-3.800319359,43.462921828,2015-12-25T10:03:32.000Z,"43.462921828,-3.800319359",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3663,43.462921827999999,-3.800319359000000,hernan_cortes_37_39
-3.800375015,43.462916961,2015-12-23T20:55:27.000Z,"43.462916961,-3.800375015",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3662,43.462916960999998,-3.800375015000000,hernan_cortes_37_39
-3.800435364,43.462910634,2015-12-26T19:52:16.000Z,"43.462910634,-3.800435364",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3661,43.462910634000004,-3.800435364000000,hernan_cortes_35
-3.800492361,43.462904794,2015-08-27T07:12:30.000Z,"43.462904794,-3.800492361",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3660,43.462904794000004,-3.800492361000000,hernan_cortes_35
-3.800541312,43.462900413,2015-12-28T05:36:35.000Z,"43.462900413,-3.800541312",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3659,43.462900413000000,-3.800541312000000,hernan_cortes_35
-3.800608367,43.46289506,2015-12-26T17:53:34.000Z,"43.462895060,-3.800608367",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3658,43.462895060000001,-3.800608367000000,hernan_cortes_35
-3.797444442,43.463198954,2015-12-28T06:40:06.000Z,"43.463198954,-3.797444442",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3657,43.463198953999999,-3.797444442000000,hernan_cortes_39_42
-3.797500769,43.463195548,2015-12-28T06:29:42.000Z,"43.463195548,-3.797500769",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3656,43.463195548000002,-3.797500769000000,hernan_cortes_39_42
-3.797565142,43.463188247,2015-12-28T06:07:52.000Z,"43.463188247,-3.797565142",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3655,43.463188246999998,-3.797565142000000,hernan_cortes_39_42
-3.797622139,43.46318192,2015-12-28T06:56:14.000Z,"43.463181920,-3.797622139",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3654,43.463181919999997,-3.797622139000000,hernan_cortes_39_42
-3.7976845,43.463176566,2015-12-28T07:18:46.000Z,"43.463176566,-3.797684500",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3653,43.463176566000001,-3.797684500000000,hernan_cortes_39_42
-3.797738144,43.463171699,2014-10-31T09:04:19.000Z,"43.463171699,-3.797738144",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3652,43.463171699000000,-3.797738144000000,hernan_cortes_53_55
-3.797851468,43.463160992,2015-12-23T20:21:15.000Z,"43.463160992,-3.797851468",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3650,43.463160991999999,-3.797851468000000,hernan_cortes_53_55
-3.797905782,43.463155638,2015-12-28T05:47:35.000Z,"43.463155638,-3.797905782",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3649,43.463155638000003,-3.797905782000000,hernan_cortes_53_55
-3.799819127,43.463255703,2015-12-27T19:36:58.000Z,"43.463255703,-3.799819127",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3648,43.463255703000002,-3.799819127000000,daoiz_velarde_27_29
-3.79987143,43.46324889,2015-12-28T07:12:10.000Z,"43.463248890,-3.799871430",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3647,43.463248890000003,-3.799871430000000,daoiz_velarde_27_29
-3.799929768,43.463243536,2015-12-27T09:04:08.000Z,"43.463243536,-3.799929768",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3646,43.463243536000000,-3.799929768000000,daoiz_velarde_27_29
-3.800002187,43.463236236,2015-12-28T06:52:04.000Z,"43.463236236,-3.800002187",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3645,43.463236236000000,-3.800002187000000,daoiz_velarde_27_29
-3.800062537,43.463232342,2015-12-28T07:43:36.000Z,"43.463232342,-3.800062537",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3644,43.463232341999998,-3.800062537000000,daoiz_velarde_27_29
-3.80011417,43.463227475,2015-12-26T08:43:12.000Z,"43.463227475,-3.800114170",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3643,43.463227474999997,-3.800114170000000,daoiz_velarde_21_25
-3.800171167,43.463220175,2015-12-26T00:32:23.000Z,"43.463220175,-3.800171167",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3642,43.463220174999996,-3.800171167000000,daoiz_velarde_21_25
-3.800228164,43.463214334,2015-12-28T07:33:20.000Z,"43.463214334,-3.800228164",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3641,43.463214334000000,-3.800228164000000,daoiz_velarde_21_25
-3.800277784,43.463209467,2015-12-28T07:33:48.000Z,"43.463209467,-3.800277784",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3640,43.463209466999999,-3.800277784000000,daoiz_velarde_21_25
-3.800324723,43.463202653,2015-12-24T21:33:11.000Z,"43.463202653,-3.800324723",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3639,43.463202653000003,-3.800324723000000,daoiz_velarde_21_25
-3.80036965,43.463205574,2015-12-26T13:35:08.000Z,"43.463205574,-3.800369650",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3638,43.463205574000000,-3.800369650000000,daoiz_velarde_21_25
-3.800435364,43.4631973,2015-12-27T20:15:45.000Z,"43.463197300,-3.800435364",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3637,43.463197299999997,-3.800435364000000,daoiz_velarde_21_25
-3.800508454,43.463189026,2015-12-28T08:13:22.000Z,"43.463189026,-3.800508454",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3636,43.463189026000002,-3.800508454000000,daoiz_velarde_21_25
-3.800924867,43.46314571,2015-12-28T06:42:36.000Z,"43.463145710,-3.800924867",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3635,43.463145709999999,-3.800924867000000,daoiz_velarde_17_19
-3.80098857,43.463139869,2015-11-20T09:09:59.000Z,"43.463139869,-3.800988570",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3634,43.463139869000003,-3.800988570000000,daoiz_velarde_17_19
-3.801044226,43.463135976,2015-12-28T06:44:46.000Z,"43.463135976,-3.801044226",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3633,43.463135975999997,-3.801044226000000,daoiz_velarde_17_19
-3.801095858,43.463130622,2015-12-22T09:58:18.000Z,"43.463130622,-3.801095858",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3632,43.463130622000001,-3.801095858000000,daoiz_velarde_17_19
-3.801172972,43.463122835,2015-12-27T17:57:20.000Z,"43.463122835,-3.801172972",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3631,43.463122835000000,-3.801172972000000,daoiz_velarde_17_19
-3.799422455,43.463873843,2015-12-27T18:02:22.000Z,"43.463873843,-3.799422455",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3923,43.463873843000002,-3.799422455000000,santa_lucia
-3.799430501,43.463917645,2015-12-28T06:26:16.000Z,"43.463917645,-3.799430501",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3922,43.463917645000002,-3.799430501000000,santa_lucia
-3.799439889,43.463967775,2015-12-27T14:20:44.000Z,"43.463967775,-3.799439889",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3921,43.463967775000000,-3.799439889000000,santa_lucia
-3.799446595,43.46401255,2015-12-18T14:37:18.000Z,"43.464012550,-3.799446595",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3920,43.464012550000000,-3.799446595000000,santa_lucia
-3.799454641,43.464058299,2015-12-27T22:00:25.000Z,"43.464058299,-3.799454641",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3919,43.464058299000001,-3.799454641000000,santa_lucia
-3.797964004,43.463958528,2015-12-28T06:56:08.000Z,"43.463958528,-3.797964004",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3918,43.463958527999999,-3.797964004000000,bonifaz_7_15
-3.797900972,43.463965341,2015-12-28T08:57:40.000Z,"43.463965341,-3.797900972",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3917,43.463965340999998,-3.797900972000000,bonifaz_7_15
-3.797848669,43.463971182,2015-12-28T08:24:18.000Z,"43.463971182,-3.797848669",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3916,43.463971182000002,-3.797848669000000,bonifaz_7_15
-3.797746745,43.463983349,2015-12-19T08:27:12.000Z,"43.463983349,-3.797746745",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3915,43.463983349000003,-3.797746745000000,bonifaz_7_15
-3.800559711,43.46427877,2015-12-28T07:11:01.000Z,"43.464278770,-3.800559711",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3900,43.464278770000000,-3.800559711000000,santa_lucia_18_24
-3.800451752,43.46428607,2015-12-28T08:22:28.000Z,"43.464286070,-3.800451752",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3902,43.464286070000000,-3.800451752000000,santa_lucia_18_24
-3.800504726,43.46428315,2015-11-10T14:54:28.000Z,"43.464283150,-3.800504726",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3901,43.464283150000000,-3.800504726000000,santa_lucia_18_24
-3.802627695,43.462981729,2015-12-09T17:33:47.000Z,"43.462981729,-3.802627695",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3914,43.462981728999999,-3.802627695000000,daoiz_velarde_9
-3.802682009,43.462977349,2015-12-28T06:35:28.000Z,"43.462977349,-3.802682009",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3913,43.462977348999999,-3.802682009000000,daoiz_velarde_9
-3.800263327,43.464298724,2015-12-26T12:20:52.000Z,"43.464298724,-3.800263327",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3905,43.464298724000002,-3.800263327000000,santa_lucia_18_24
-3.799266612,43.464372294,2015-12-27T12:48:27.000Z,"43.464372294,-3.799266612",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3910,43.464372294000000,-3.799266612000000,santa_lucia_32_34
-3.799330985,43.464365967,2015-12-27T21:43:14.000Z,"43.464365967,-3.799330985",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3909,43.464365966999999,-3.799330985000000,santa_lucia_32_34
-3.799406087,43.46435964,2015-12-28T07:56:26.000Z,"43.464359640,-3.799406087",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3908,43.464359639999998,-3.799406087000000,santa_lucia_32_34
-3.800328371,43.464294831,2015-12-28T06:05:51.000Z,"43.464294831,-3.800328371",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3904,43.464294830999997,-3.800328371000000,santa_lucia_18_24
-3.800392744,43.46429045,2015-12-28T08:22:34.000Z,"43.464290450,-3.800392744",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3903,43.464290450000000,-3.800392744000000,santa_lucia_18_24
-3.799633404,43.464340659,2015-12-27T15:37:59.000Z,"43.464340659,-3.799633404",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3907,43.464340659000001,-3.799633404000000,santa_lucia_30
-3.799705824,43.464333845,2015-12-25T18:47:23.000Z,"43.464333845,-3.799705824",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3906,43.464333844999999,-3.799705824000000,santa_lucia_30
-3.802810755,43.462964208,2015-12-28T08:03:00.000Z,"43.462964208,-3.802810755",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3911,43.462964208000002,-3.802810755000000,daoiz_velarde_9
-3.802751076,43.462970049,2015-12-28T06:39:42.000Z,"43.462970049,-3.802751076",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3912,43.462970048999999,-3.802751076000000,daoiz_velarde_9
-3.798553124,43.463986232,2015-12-27T23:19:31.000Z,"43.463986232,-3.798553124",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3899,43.463986232000003,-3.798553124000000,gandara_12_14
-3.798561171,43.464030521,2015-12-27T06:13:11.000Z,"43.464030521,-3.798561171",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3898,43.464030520999998,-3.798561171000000,gandara_12_14
-3.798569888,43.464075783,2015-12-26T18:04:33.000Z,"43.464075783,-3.798569888",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3897,43.464075782999998,-3.798569888000000,gandara_12_14
-3.798577264,43.464118612,2015-12-27T18:19:22.000Z,"43.464118612,-3.798577264",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3896,43.464118612000000,-3.798577264000000,gandara_12_14
-3.798581958,43.46415706,2015-12-27T17:56:46.000Z,"43.464157060,-3.798581958",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3895,43.464157059999998,-3.798581958000000,gandara_12_14
-3.798590675,43.464207189,2015-12-27T21:53:43.000Z,"43.464207189,-3.798590675",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3894,43.464207189000000,-3.798590675000000,gandara_12_14
-3.798598722,43.464248071,2015-12-27T19:09:52.000Z,"43.464248071,-3.798598722",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3893,43.464248071000000,-3.798598722000000,gandara_12_14
-3.798607439,43.46428944,2015-12-26T15:43:18.000Z,"43.464289440,-3.798607439",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3892,43.464289440000002,-3.798607439000000,gandara_12_14
-3.798615485,43.464339082,2015-12-27T14:19:40.000Z,"43.464339082,-3.798615485",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3891,43.464339082000002,-3.798615485000000,gandara_12_14
-3.797078813,43.46469754,2015-12-22T09:40:45.000Z,"43.464697540,-3.797078813",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3890,43.464697540000003,-3.797078813000000,santa_lucia_50_54
-3.797145868,43.464689267,2015-12-28T08:24:34.000Z,"43.464689267,-3.797145868",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3889,43.464689266999997,-3.797145868000000,santa_lucia_50_54
-3.797203535,43.464680993,2015-12-28T08:12:06.000Z,"43.464680993,-3.797203535",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3888,43.464680993000002,-3.797203535000000,santa_lucia_50_54
-3.797254497,43.464673693,2015-12-28T07:44:48.000Z,"43.464673693,-3.797254497",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3887,43.464673693000002,-3.797254497000000,santa_lucia_50_54
-3.7973182,43.464662499,2015-12-27T23:25:15.000Z,"43.464662499,-3.797318200",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3886,43.464662498999999,-3.797318200000000,santa_lucia_50_54
-3.79737922,43.464653252,2015-12-25T04:49:52.000Z,"43.464653252,-3.797379220",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3885,43.464653251999998,-3.797379220000000,santa_lucia_50_54
-3.797435546,43.464645465,2015-12-27T23:10:55.000Z,"43.464645465,-3.797435546",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3884,43.464645464999997,-3.797435546000000,santa_lucia_57_65
-3.797499249,43.464634271,2015-12-28T07:32:06.000Z,"43.464634271,-3.797499249",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3883,43.464634271000001,-3.797499249000000,santa_lucia_57_65
-3.797552893,43.464626971,2015-12-28T07:51:27.000Z,"43.464626971,-3.797552893",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3882,43.464626971000001,-3.797552893000000,santa_lucia_57_65
-3.797613913,43.464615777,2015-12-28T08:10:11.000Z,"43.464615777,-3.797613913",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3881,43.464615776999999,-3.797613913000000,santa_lucia_57_65
-3.797676275,43.46460507,2015-12-28T08:21:59.000Z,"43.464605070,-3.797676275",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3880,43.464605069999998,-3.797676275000000,santa_lucia_57_65
-3.798667351,43.464472691,2015-12-22T13:05:23.000Z,"43.464472691,-3.798667351",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3879,43.464472690999997,-3.798667351000000,santa_lucia_36_38
-3.798725689,43.464466851,2015-12-28T05:52:01.000Z,"43.464466851,-3.798725689",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3878,43.464466850999997,-3.798725689000000,santa_lucia_36_38
-3.798786709,43.464462471,2015-12-27T14:55:19.000Z,"43.464462471,-3.798786709",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3877,43.464462470999997,-3.798786709000000,santa_lucia_36_38
-3.798849071,43.464455657,2015-12-23T10:51:37.000Z,"43.464455657,-3.798849071",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3876,43.464455657000002,-3.798849071000000,santa_lucia_36_38
-3.798922161,43.46444787,2015-12-26T09:33:04.000Z,"43.464447870,-3.798922161",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3875,43.464447870000001,-3.798922161000000,santa_lucia_36_38
-3.798983181,43.46444349,2015-12-28T06:32:39.000Z,"43.464443490,-3.798983181",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3874,43.464443490000001,-3.798983181000000,santa_lucia_36_38
-3.797071185,43.464655294,2015-12-25T14:41:07.000Z,"43.464655294,-3.797071185",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3873,43.464655294000003,-3.797071185000000,santa_lucia_50_54
-3.797126841,43.464647021,2015-12-27T01:09:11.000Z,"43.464647021,-3.797126841",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3872,43.464647020999998,-3.797126841000000,santa_lucia_50_54
-3.797393302,43.464603123,2015-12-28T08:24:20.000Z,"43.464603123,-3.797393302",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3871,43.464603123000003,-3.797393302000000,santa_lucia_50_54
-3.79745164,43.464594363,2015-12-28T08:24:18.000Z,"43.464594363,-3.797451640",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3870,43.464594363000003,-3.797451640000000,santa_lucia_57_65
-3.797526742,43.464581709,2015-12-28T01:24:49.000Z,"43.464581709,-3.797526742",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3869,43.464581709000001,-3.797526742000000,santa_lucia_57_65
-3.797591115,43.464570515,2015-12-28T01:24:37.000Z,"43.464570515,-3.797591115",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3868,43.464570514999998,-3.797591115000000,santa_lucia_57_65
-3.797649453,43.464561268,2015-12-28T08:09:57.000Z,"43.464561268,-3.797649453",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3867,43.464561267999997,-3.797649453000000,santa_lucia_57_65
-3.797720531,43.464550561,2015-12-28T08:27:07.000Z,"43.464550561,-3.797720531",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3866,43.464550561000003,-3.797720531000000,santa_lucia_57_65
-3.797787586,43.464536934,2015-12-28T07:59:59.000Z,"43.464536934,-3.797787586",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3865,43.464536934000002,-3.797787586000000,santa_lucia_57_65
-3.797995206,43.464508315,2015-12-27T15:05:15.000Z,"43.464508315,-3.797995206",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3864,43.464508315000003,-3.797995206000000,santa_lucia_40_42
-3.798052873,43.464499068,2015-12-27T11:29:14.000Z,"43.464499068,-3.798052873",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3863,43.464499068000002,-3.798052873000000,santa_lucia_40_42
-3.798105176,43.464492254,2015-12-28T06:54:45.000Z,"43.464492254,-3.798105176",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3862,43.464492254000000,-3.798105176000000,santa_lucia_40_42
-3.798156138,43.464483007,2015-12-23T18:48:02.000Z,"43.464483007,-3.798156138",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3861,43.464483006999998,-3.798156138000000,santa_lucia_40_42
-3.798217829,43.464473274,2015-12-26T10:18:32.000Z,"43.464473274,-3.798217829",false,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3860,43.464473273999999,-3.798217829000000,santa_lucia_40_42
-3.798326459,43.464461106,2015-12-27T10:20:35.000Z,"43.464461106,-3.798326459",true,urn:smartsantander:entityType:parkingSensor,urn:x-iot:smartsantander:u7jcfa:fixed:np3859,43.464461106000002,-3.798326459000000,santa_lucia_40
